Title,Year,Acronym
HiWayLib: A Software Framework for Enabling High Performance Communications for Heterogeneous Pipeline Computations.,2019,ASPLOS
StreamBox-HBM: Stream Analytics on High Bandwidth Hybrid Memory.,2019,ASPLOS
"Puddle: A Dynamic, Error-Correcting, Full-Stack Microfluidics Platform.",2019,ASPLOS
Intelligence Beyond the Edge: Inference on Intermittent Embedded Systems.,2019,ASPLOS
Boosted Race Trees for Low Energy Classification.,2019,ASPLOS
"Compress Objects, Not Cache Lines: An Object-Based Compressed Memory Hierarchy.",2019,ASPLOS
Beating OPT with Statistical Clairvoyance and Variable Size Caching.,2019,ASPLOS
A Formal Analysis of the NVIDIA PTX Memory Consistency Model.,2019,ASPLOS
Just-In-Time Compilation for Verilog: A New Technique for Improving the FPGA Programming Experience.,2019,ASPLOS
DCNS: Automated Detection Of Conservative Non-Sleep Defects in the Linux Kernel.,2019,ASPLOS
"A Case for Lease-Based, Utilitarian Resource Management on Mobile Devices.",2019,ASPLOS
Software-Defined Far Memory in Warehouse-Scale Computers.,2019,ASPLOS
Nimble Page Management for Tiered Memory Systems.,2019,ASPLOS
HawkEye: Efficient Fine-grained OS Support for Huge Pages.,2019,ASPLOS
Architectural Support for Containment-based Security.,2019,ASPLOS
CheriABI: Enforcing Valid Pointer Provenance and Minimizing Pointer Privilege in the POSIX C Run-time Environment.,2019,ASPLOS
Context-Sensitive Fencing: Securing Speculative Execution via Microcode Customization.,2019,ASPLOS
PMTest: A Fast and Flexible Testing Framework for Persistent Memory Programs.,2019,ASPLOS
Finding and Fixing Performance Pathologies in Persistent Memory Software Stacks.,2019,ASPLOS
Fine-Grain Checkpointing with In-Cache-Line Logging.,2019,ASPLOS
Heterogeneous Isolated Execution for Commodity GPUs.,2019,ASPLOS
Morpheus: A Vulnerability-Tolerant Secure Architecture Based on Ensembles of Moving Target Defenses with Churn.,2019,ASPLOS
DeepSigns: An End-to-End Watermarking Framework for Ownership Protection of Deep Neural Networks.,2019,ASPLOS
FA3C: FPGA-Accelerated Deep Reinforcement Learning.,2019,ASPLOS
AcMC 2 : Accelerating Markov Chain Monte Carlo Algorithms for Probabilistic Models.,2019,ASPLOS
Targeting Classical Code to a Quantum Annealer.,2019,ASPLOS
ProbeGuard: Mitigating Probing Attacks Through Reactive Program Transformations.,2019,ASPLOS
kMVX: Detecting Kernel Information Leaks with Multi-variant Execution.,2019,ASPLOS
MVEDSUA: Higher Availability Dynamic Software Updates via Multi-Version Execution.,2019,ASPLOS
PnP: Pruning and Prediction for Point-To-Point Iterative Graph Analytics.,2019,ASPLOS
DiGraph: An Efficient Path-based Iterative Directed Graph Processing System on Multiple GPUs.,2019,ASPLOS
Phoenix: A Substrate for Resilient Distributed Graph Analytics.,2019,ASPLOS
"BOGO: Buy Spatial Memory Safety, Get Temporal Memory Safety (Almost) Free.",2019,ASPLOS
Protecting Page Tables from RowHammer Attacks using Monotonic Pointers in DRAM True-Cells.,2019,ASPLOS
&#961;: Relaxed Hierarchical ORAM.,2019,ASPLOS
"uops.info: Characterizing Latency, Throughput, and Port Usage of Instructions on Intel Microarchitectures.",2019,ASPLOS
Bootstrapping: Using SMT Hardware to Improve Single-Thread Performance.,2019,ASPLOS
CORF: Coalescing Operand Register File for GPUs.,2019,ASPLOS
PUMA: A Programmable Ultra-efficient Memristor-based Accelerator for Machine Learning Inference.,2019,ASPLOS
FPSA: A Full System Stack Solution for Reconfigurable ReRAM-based NN Accelerator Architecture.,2019,ASPLOS
Bit-Tactical: A Software/Hardware Approach to Exploiting Value and Bit Sparsity in Neural Networks.,2019,ASPLOS
pLock: A Fast Lock for Architectures with Explicit Inter-core Message Passing.,2019,ASPLOS
MV-RLU: Scaling Read-Log-Update with Multi-Versioning.,2019,ASPLOS
Fast Fine-Grained Global Synchronization on GPUs.,2019,ASPLOS
TANGRAM: Optimized Coarse-Grained Dataflow for Scalable NN Accelerators.,2019,ASPLOS
Packing Sparse Convolutional Neural Networks for Efficient Systolic Array Implementations: Column Combining Under Joint Optimization.,2019,ASPLOS
Split-CNN: Splitting Window-based Operations in Convolutional Neural Networks for Memory System Optimization.,2019,ASPLOS
Replica: A Wireless Manycore for Communication-Intensive and Approximate Data.,2019,ASPLOS
Understanding Real-World Concurrency Bugs in Go.,2019,ASPLOS
Lazy Determinism for Faster Deterministic Multithreading.,2019,ASPLOS
Hop: Heterogeneity-aware Decentralized Training.,2019,ASPLOS
Astra: Exploiting Predictability to Optimize Deep Learning.,2019,ASPLOS
ADMM-NN: An Algorithm-Hardware Co-Design Framework of DNNs Using Alternating Direction Methods of Multipliers.,2019,ASPLOS
LightStore: Software-defined Network-attached Key-value Drives.,2019,ASPLOS
SOML Read: Rethinking the Read Operation Granularity of 3D NAND SSDs.,2019,ASPLOS
FlatFlash: Exploiting the Byte-Accessibility of SSDs within a Unified Memory-Storage Hierarchy.,2019,ASPLOS
Not All Qubits Are Created Equal: A Case for Variability-Aware Policies for NISQ-Era Quantum Computers.,2019,ASPLOS
Tackling the Qubit Mapping Problem for NISQ-Era Quantum Devices.,2019,ASPLOS
Noise-Adaptive Compiler Mappings for Noisy Intermediate-Scale Quantum Computers.,2019,ASPLOS
Optimized Compilation of Aggregated Instructions for Realistic Quantum Computers.,2019,ASPLOS
Wasabi: A Framework for Dynamically Analyzing WebAssembly.,2019,ASPLOS
Safer Program Behavior Sharing Through Trace Wringing.,2019,ASPLOS
Debugging Support for Pattern-Matching Languages and Accelerators.,2019,ASPLOS
Minotaur: Adapting Software Testing Techniques for Hardware Errors.,2019,ASPLOS
"ASPLOS '20: Architectural Support for Programming Languages and Operating Systems, Lausanne, Switzerland, March 16-20, 2020.",2020,ASPLOS
"Big Data of the Past, from Venice to Europe.",2020,ASPLOS
Shredder: Learning Noise Distributions to Protect Inference Privacy.,2020,ASPLOS
DNNGuard: An Elastic Heterogeneous DNN Accelerator Architecture against Adversarial Attacks.,2020,ASPLOS
Game of Threads: Enabling Asynchronous Poisoning Attacks.,2020,ASPLOS
Reliable Timekeeping for Intermittent Computing.,2020,ASPLOS
Forget Failure: Exploiting SRAM Data Remanence for Low-overhead Intermittent Computation.,2020,ASPLOS
Time-sensitive Intermittent Computing Meets Legacy Software.,2020,ASPLOS
IOctopus: Outsmarting Nonuniform DMA.,2020,ASPLOS
Lynx: A SmartNIC-driven Accelerator-centric Architecture for Network Servers.,2020,ASPLOS
Egalito: Layout-Agnostic Binary Recompilation.,2020,ASPLOS
Noise-Aware Dynamical System Compilation for Analog Devices with Legno.,2020,ASPLOS
Reproducible Containers.,2020,ASPLOS
Atomicity Checking in Linear Time using Vector Clocks.,2020,ASPLOS
"Hermes: A Fast, Fault-Tolerant and Linearizable Replication Protocol.",2020,ASPLOS
FlexAmata: A Universal and Efficient Adaption of Applications to Spatial Automata Processing Accelerators.,2020,ASPLOS
Accelerating Legacy String Kernels via Bounded Automata Learning.,2020,ASPLOS
Why GPUs are Slow at Executing NFAs and How to Make them Faster.,2020,ASPLOS
&#8709;sim: Preparing System Software for a World with Terabyte-scale Memories.,2020,ASPLOS
Mitosis: Transparently Self-Replicating Page-Tables for Large-Memory Machines.,2020,ASPLOS
Hailstorm: Disaggregated Compute and Storage for Distributed LSM-based Databases.,2020,ASPLOS
Peacenik: Architecture Support for Not Failing under Fail-Stop Memory Consistency.,2020,ASPLOS
Durable Transactional Memory Can Scale with Timestone.,2020,ASPLOS
Perspective: A Sensible Approach to Speculative Automatic Parallelization.,2020,ASPLOS
Interstellar: Using Halide's Scheduling Language to Analyze DNN Accelerators.,2020,ASPLOS
DeepSniffer: A DNN Model Extraction Framework Based on Learning Architectural Hints.,2020,ASPLOS
Prague: High-Performance Heterogeneity-Aware Asynchronous Decentralized Training.,2020,ASPLOS
Livia: Data-Centric Computing Throughout the Memory Hierarchy.,2020,ASPLOS
A Computational Temporal Logic for Superconducting Accelerators.,2020,ASPLOS
"CryoCache: A Fast, Large, and Cost-Effective Cache Architecture for Cryogenic Computing.",2020,ASPLOS
Current and Projected Needs for High Energy Physics Experiments (with a Particular Eye on CERN LHC).,2020,ASPLOS
Catalyzer: Sub-millisecond Startup for Serverless Computing with Initialization-less Booting.,2020,ASPLOS
High-density Multi-tenant Bare-metal Cloud.,2020,ASPLOS
Data Center Power Oversubscription with a Medium Voltage Power Plane and Priority-Aware Capping.,2020,ASPLOS
Classifying Memory Access Patterns for Prefetching.,2020,ASPLOS
Thesaurus: Efficient Cache Compression via Dynamic Clustering.,2020,ASPLOS
Learning-based Memory Allocation for C++ Server Workloads.,2020,ASPLOS
Optimizing Nested Virtualization Performance Using Direct Virtual Hardware.,2020,ASPLOS
HaRMony: Heterogeneous-Reliability Memory and QoS-Aware Energy Management on Virtualized Servers.,2020,ASPLOS
LeapIO: Efficient and Portable Virtual NVMe Storage on ARM SoCs.,2020,ASPLOS
Challenging Sequential Bitstream Processing via Principled Bitwise Speculation.,2020,ASPLOS
Vortex: Extreme-Performance Memory Abstractions for Data-Intensive Streaming Applications.,2020,ASPLOS
Fleet: A Framework for Massively Parallel Streaming on FPGAs.,2020,ASPLOS
Hurdle: Securing Jump Instructions Against Code Reuse Attacks.,2020,ASPLOS
Exploring Branch Predictors for Constructing Transient Execution Trojans.,2020,ASPLOS
A Benchmark Suite for Evaluating Caches' Vulnerability to Timing Attacks.,2020,ASPLOS
BYOC: A &#34;Bring Your Own Core&#34; Framework for Heterogeneous-ISA Research.,2020,ASPLOS
FirePerf: FPGA-Accelerated Full-System Hardware/Software Performance Profiling and Co-Design.,2020,ASPLOS
Accelerometer: Understanding Acceleration Opportunities for Data Center Overheads at Hyperscale.,2020,ASPLOS
AsymNVM: An Efficient Framework for Implementing Persistent Data Structures on Asymmetric NVM Architecture.,2020,ASPLOS
MOD: Minimally Ordered Durable Datastructures for Persistent Memory.,2020,ASPLOS
Pronto: Easy and Fast Persistence for Volatile Data Structures.,2020,ASPLOS
AvA: Accelerated Virtualization of Accelerators.,2020,ASPLOS
A Hypervisor for Shared-Memory FPGA Platforms.,2020,ASPLOS
Virtualizing FPGAs in the Cloud.,2020,ASPLOS
FlexTensor: An Automatic Schedule Exploration and Optimization Framework for Tensor Computation on Heterogeneous System.,2020,ASPLOS
AutoTM: Automatic Tensor Movement in Heterogeneous Memory Systems using Integer Linear Programming.,2020,ASPLOS
Capuchin: Tensor-based GPU Memory Management for Deep Learning.,2020,ASPLOS
PatDNN: Achieving Real-Time DNN Execution on Mobile Devices with Pattern-based Weight Pruning.,2020,ASPLOS
Coterie: Exploiting Frame Similarity to Enable High-Quality Multiplayer VR on Commodity Mobile Devices.,2020,ASPLOS
Orbital Edge Computing: Nanosatellite Constellations as a New Class of Computer System.,2020,ASPLOS
Occlum: Secure and Efficient Multitasking Inside a Single Enclave of Intel SGX.,2020,ASPLOS
COIN Attacks: On Insecurity of Enclave Untrusted Interfaces in SGX.,2020,ASPLOS
MERR: Improving Security of Persistent Memory Objects via Efficient Memory Exposure Reduction and Randomization.,2020,ASPLOS
Software Mitigation of Crosstalk on Noisy Intermediate-Scale Quantum Computers.,2020,ASPLOS
Quantum Circuits for Dynamic Runtime Assertions in Quantum Computation.,2020,ASPLOS
Towards Efficient Superconducting Quantum Processor Architecture Design.,2020,ASPLOS
SAC: A Co-Design Cache Algorithm for Emerging SMR-based High-Density Disks.,2020,ASPLOS
Fair Write Attribution and Allocation for Consolidated Flash Cache.,2020,ASPLOS
FlatStore: An Efficient Log-Structured Key-Value Storage Engine for Persistent Memory.,2020,ASPLOS
Elastic Cuckoo Page Tables: Rethinking Virtual Memory Translation for Parallelism.,2020,ASPLOS
NeuMMU: Architectural Support for Efficient Address Translations in Neural Processing Units.,2020,ASPLOS
Safecracker: Leaking Secrets through Compressed Caches.,2020,ASPLOS
Effective Concurrency Testing for Distributed Systems.,2020,ASPLOS
HMC: Model Checking for Hardware Memory Models.,2020,ASPLOS
Lazy Release Persistency.,2020,ASPLOS
Cross-Failure Bug Detection in Persistent Memory Programs.,2020,ASPLOS
Optimus Prime: Accelerating Data Transformation in Servers.,2020,ASPLOS
The TrieJax Architecture: Accelerating Graph Operations Through Relational Joins.,2020,ASPLOS
IIU: Specialized Architecture for Inverted Index Search.,2020,ASPLOS
Chronos: Efficient Speculative Parallelism for Accelerators.,2020,ASPLOS
Klotski: Efficient Obfuscated Execution against Controlled-Channel Attacks.,2020,ASPLOS
The Guardian Council: Parallel Programmable Hardware Security.,2020,ASPLOS
HEAX: An Architecture for Computing on Encrypted Data.,2020,ASPLOS
Evanesco: Architectural Support for Efficient Data Sanitization in Modern Flash-Based Storage Systems.,2020,ASPLOS
Dimensionality-Aware Redundant SIMT Instruction Elimination.,2020,ASPLOS
SwapAdvisor: Pushing Deep Learning Beyond the GPU Memory Limit via Smart Swapping.,2020,ASPLOS
Batch-Aware Unified Memory Management in GPUs for Irregular Workloads.,2020,ASPLOS
HSM: A Hybrid Slowdown Model for Multitasking GPUs.,2020,ASPLOS
"ASPLOS '21: 26th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Virtual Event, USA, April 19-23, 2021.",2021,ASPLOS
PacketMill: toward per-Core 100-Gbps networking.,2021,ASPLOS
Autonomous NIC offloads.,2021,ASPLOS
Dagger: efficient and fast RPCs in cloud microservices with near-memory reconfigurable NICs.,2021,ASPLOS
BCD deduplication: effective memory compression using partial cache-line deduplication.,2021,ASPLOS
KLOCs: kernel-level object contexts for heterogeneous memory systems.,2021,ASPLOS
Rethinking software runtimes for disaggregated memory.,2021,ASPLOS
DiAG: a dataflow-inspired architecture for general-purpose processors.,2021,ASPLOS
LifeStream: a high-performance stream processing engine for periodic streams.,2021,ASPLOS
When application-specific ISA meets FPGAs: a multi-layer virtualization framework for heterogeneous cloud FPGAs.,2021,ASPLOS
Sage: practical and scalable ML-driven performance debugging in microservices.,2021,ASPLOS
"Nightcore: efficient and scalable serverless computing for latency-sensitive, interactive microservices.",2021,ASPLOS
Sinan: ML-based and QoS-aware resource management for cloud microservices.,2021,ASPLOS
NOREBA: a compiler-informed non-speculative out-of-order commit processor.,2021,ASPLOS
Fast local page-tables for virtualized NUMA servers with vMitosis.,2021,ASPLOS
PTEMagnet: fine-grained physical memory reservation for faster page walks in public clouds.,2021,ASPLOS
In-fat pointer: hardware-assisted tagged-pointer spatial memory safety defense with subobject granularity protection.,2021,ASPLOS
Judging a type by its pointer: optimizing GPU virtual functions.,2021,ASPLOS
Enclosure: language-based restriction of untrusted libraries.,2021,ASPLOS
Switches for HIRE: resource scheduling for data center in-network computing.,2021,ASPLOS
Probabilistic profiling of stateful data planes for adversarial testing.,2021,ASPLOS
MERCI: efficient embedding reduction on commodity hardware via sub-query memoization.,2021,ASPLOS
SherLock: unsupervised synchronization-operation inference.,2021,ASPLOS
SIMDRAM: a framework for bit-serial SIMD processing using DRAM.,2021,ASPLOS
"Clobber-NVM: log less, re-execute more.",2021,ASPLOS
Time-optimal Qubit mapping.,2021,ASPLOS
Orchestrated trios: compiling for efficient communication in Quantum programs with 3-Qubit gates.,2021,ASPLOS
FaasCache: keeping serverless computing alive with greedy-dual caching.,2021,ASPLOS
Hippocrates: healing persistent memory bugs without doing any harm.,2021,ASPLOS
Jaaru: efficiently model checking persistent memory programs.,2021,ASPLOS
Corundum: statically-enforced persistent memory safety.,2021,ASPLOS
Qraft: reverse your Quantum circuit and know the correct program output.,2021,ASPLOS
Logical abstractions for noisy variational Quantum algorithm simulation.,2021,ASPLOS
CutQC: using small Quantum computers for large Quantum circuit evaluations.,2021,ASPLOS
PMFuzz: test case generation for persistent memory programs.,2021,ASPLOS
"Fast, flexible, and comprehensive bug detection for persistent memory programs.",2021,ASPLOS
PMEM-spec: persistent memory speculation (strict persistency can trump relaxed persistency).,2021,ASPLOS
VSync: push-button verification and optimization for synchronization primitives on weak memory models.,2021,ASPLOS
CubicleOS: a library OS with software componentisation for practical isolation.,2021,ASPLOS
"Benchmarking, analysis, and optimization of serverless function snapshots.",2021,ASPLOS
Rhythmic pixel regions: multi-resolution visual sensing system towards high-precision visual computing at low power.,2021,ASPLOS
Q-VR: system-level design for future mobile collaborative virtual reality.,2021,ASPLOS
Warehouse-scale video acceleration: co-design and deployment in the wild.,2021,ASPLOS
Automatically detecting and fixing concurrency bugs in go software systems.,2021,ASPLOS
C11Tester: a race detector for C/C++ atomics.,2021,ASPLOS
Kard: lightweight data race detection with per-thread memory protection.,2021,ASPLOS
Quantifying the design-space tradeoffs in autonomous drones.,2021,ASPLOS
Robomorphic computing: a design methodology for domain-specific accelerators parameterized by robot morphology.,2021,ASPLOS
Gamma: leveraging Gustavson's algorithm to accelerate sparse matrix multiplication.,2021,ASPLOS
Reducing solid-state drive read latency by optimizing read-retry.,2021,ASPLOS
RecSSD: near data processing for solid state drive based recommendation inference.,2021,ASPLOS
Prolonging 3D NAND SSD lifetime via read latency relaxation.,2021,ASPLOS
PIBE: practical kernel control-flow hardening with profile-guided indirect branch elimination.,2021,ASPLOS
Computing with time: microarchitectural weird machines.,2021,ASPLOS
HerQules: securing programs via hardware-enforced message queues.,2021,ASPLOS
Effective simulation and debugging for a high-level hardware language using software compilers.,2021,ASPLOS
A compiler infrastructure for accelerator generators.,2021,ASPLOS
Compiler-driven FPGA virtualization with SYNERGY.,2021,ASPLOS
BayesPerf: minimizing performance monitoring errors using Bayesian statistics.,2021,ASPLOS
Training for multi-resolution inference using reusable quantization terms.,2021,ASPLOS
A hierarchical neural model of data prefetching.,2021,ASPLOS
Vectorization for digital signal processors via equality saturation.,2021,ASPLOS
Scalable FSM parallelization via path fusion and higher-order speculation.,2021,ASPLOS
VeGen: a vectorizer generator for SIMD and beyond.,2021,ASPLOS
Neural architecture search as program transformation exploration.,2021,ASPLOS
Analytical characterization and design space exploration for optimization of CNNs.,2021,ASPLOS
Mind mappings: enabling efficient algorithm-accelerator mapping space search.,2021,ASPLOS
Statistical robustness of Markov chain Monte Carlo accelerators.,2021,ASPLOS
NeuroEngine: a hardware-based event-driven simulation system for advanced brain-inspired computing.,2021,ASPLOS
Defensive approximation: securing CNNs using approximate computing.,2021,ASPLOS
Language-parametric compiler validation with application to LLVM.,2021,ASPLOS
Incremental CFG patching for binary rewriting.,2021,ASPLOS
Who's debugging the debuggers? exposing debug information bugs in optimized binaries.,2021,ASPLOS
Speculative interference attacks: breaking invisible speculation schemes.,2021,ASPLOS
Jamais vu: thwarting microarchitectural replay attacks.,2021,ASPLOS
"Streamline: a fast, flushless cache covert-channel attack by enabling asynchronous collusion.",2021,ASPLOS
"ASPLOS '22: 27th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Lausanne, Switzerland, 28 February 2022 - 4 March 2022.",2022,ASPLOS
TaskStream: accelerating task-parallel workloads by recovering program structure.,2022,ASPLOS
DOTA: detect and omit weak attentions for scalable transformer acceleration.,2022,ASPLOS
A full-stack search technique for domain optimized deep learning accelerators.,2022,ASPLOS
FINGERS: exploiting fine-grained parallelism in graph mining accelerators.,2022,ASPLOS
BiSon-e: a lightweight and high-performance accelerator for narrow integer linear algebra computing on the edge.,2022,ASPLOS
Software-defined address mapping: a case on 3D memory.,2022,ASPLOS
Parallel virtualized memory translation with nested elastic cuckoo page tables.,2022,ASPLOS
CARAT CAKE: replacing paging via compiler/kernel cooperation.,2022,ASPLOS
NVAlloc: rethinking heap metadata management in persistent memory allocators.,2022,ASPLOS
Every walk's a hit: making page walks single-access cache hits.,2022,ASPLOS
GPM: leveraging persistent memory from a GPU.,2022,ASPLOS
GPUReplay: a 50-KB GPU stack for client ML.,2022,ASPLOS
ValueExpert: exploring value patterns in GPU-accelerated applications.,2022,ASPLOS
SparseCore: stream ISA and processor specialization for sparse computation.,2022,ASPLOS
JSONSki: streaming semi-structured data with bit-parallel fast-forwarding.,2022,ASPLOS
MineSweeper: a &#34;clean sweep&#34; for drop-in use-after-free prevention.,2022,ASPLOS
Revizor: testing black-box CPUs against speculation contracts.,2022,ASPLOS
Protecting adaptive sampling from information leakage on low-power sensors.,2022,ASPLOS
One size does not fit all: security hardening of MIPS embedded systems via static binary debloating for shared libraries.,2022,ASPLOS
ViK: practical mitigation of temporal memory safety violations through object ID inspection.,2022,ASPLOS
Eavesdropping user credentials via GPU side channels on smartphones.,2022,ASPLOS
CRISP: critical slice prefetching.,2022,ASPLOS
Pinned loads: taming speculative loads in secure processors.,2022,ASPLOS
DAGguise: mitigating memory timing side channels.,2022,ASPLOS
RecShard: statistical feature-based memory optimization for industry-scale neural recommendation.,2022,ASPLOS
AStitch: enabling a new multi-dimensional optimization space for memory-intensive ML training and inference on modern SIMT architectures.,2022,ASPLOS
NASPipe: high performance and reproducible pipeline parallel supernet training via causal synchronous parallelism.,2022,ASPLOS
VELTAIR: towards high-performance multi-tenant deep learning services via adaptive compilation and scheduling.,2022,ASPLOS
Breaking the computation and communication abstraction barrier in distributed machine learning workloads.,2022,ASPLOS
Clio: a hardware-software co-designed disaggregated memory system.,2022,ASPLOS
"Enzian: an open, general, CPU/FPGA platform for systems software research.",2022,ASPLOS
Efficient and scalable core multiplexing with M&#179;v.,2022,ASPLOS
FlexOS: towards flexible OS isolation.,2022,ASPLOS
Adelie: continuous address space layout re-randomization for Linux drivers.,2022,ASPLOS
Suppressing ZZ crosstalk of Quantum computers through pulse and scheduling co-optimization.,2022,ASPLOS
QUEST: systematically approximating Quantum circuits for higher output fidelity.,2022,ASPLOS
HAMMER: boosting fidelity of noisy Quantum circuits by exploiting Hamming behavior of erroneous outcomes.,2022,ASPLOS
LILLIPUT: a lightweight low-latency lookup-table decoder for near-term Quantum error correction.,2022,ASPLOS
Paulihedral: a generalized block-wise compiler optimization framework for Quantum simulation kernels.,2022,ASPLOS
Astraea: towards QoS-aware and resource-efficient multi-stage GPU services.,2022,ASPLOS
Memory-harvesting VMs in cloud platforms.,2022,ASPLOS
IOCost: block IO control for containers in datacenters.,2022,ASPLOS
TMO: transparent memory offloading in datacenters.,2022,ASPLOS
SOL: safe on-node learning in cloud platforms.,2022,ASPLOS
GenStore: a high-performance in-storage processing system for genome sequence analysis.,2022,ASPLOS
ProSE: the architecture and design of a protein discovery engine.,2022,ASPLOS
A one-for-all and o(v log(v ))-cost solution for parallel merge style operations on sorted key-value arrays.,2022,ASPLOS
Client-optimized algorithms and acceleration for encrypted compute offloading.,2022,ASPLOS
Finding missed optimizations through the lens of dead code elimination.,2022,ASPLOS
A tree clock data structure for causal orderings in concurrent executions.,2022,ASPLOS
RSSD: defend against ransomware with hardware-isolated network-storage codesign and post-attack analysis.,2022,ASPLOS
Creating concise and efficient dynamic analyses with ALDA.,2022,ASPLOS
IceBreaker: warming serverless functions better with heterogeneity.,2022,ASPLOS
"INFless: a native serverless system for low-latency, high-throughput inference.",2022,ASPLOS
FaaSFlow: enable efficient workflow execution for function-as-a-service.,2022,ASPLOS
Serverless computing on heterogeneous computers.,2022,ASPLOS
CoolEdge: hotspot-relievable warm water cooling for energy-efficient edge datacenters.,2022,ASPLOS
Yashme: detecting persistency races.,2022,ASPLOS
EXAMINER: automatically locating inconsistent instructions between real devices and CPU emulators for ARM.,2022,ASPLOS
Path-sensitive and alias-aware typestate analysis for detecting OS bugs.,2022,ASPLOS
Efficiently detecting concurrency bugs in persistent memory programs.,2022,ASPLOS
Who goes first? detecting go concurrency bugs via message reordering.,2022,ASPLOS
CryoWire: wire-driven microarchitecture designs for cryogenic computing.,2022,ASPLOS
REVAMP: a systematic framework for heterogeneous CGRA realization.,2022,ASPLOS
PLD: fast FPGA compilation to make reconfigurable acceleration compatible with modern incremental refinement software development.,2022,ASPLOS
Debugging in the brave new world of reconfigurable hardware.,2022,ASPLOS
Temporal and SFQ pulse-streams encoding for area-efficient superconducting accelerators.,2022,ASPLOS
Understanding and exploiting optimal function inlining.,2022,ASPLOS
CirFix: automatically repairing defects in hardware design code.,2022,ASPLOS
Vector instruction selection for digital signal processors using program synthesis.,2022,ASPLOS
HeteroGen: transpiling C to heterogeneous HLS code with automated test generation and program repair.,2022,ASPLOS
Tree traversal synthesis using domain-specific symbolic compilation.,2022,ASPLOS
SRAM has no chill: exploiting power domain separation to steal on-chip secrets.,2022,ASPLOS
Randomized row-swap: mitigating Row Hammer by breaking spatial correlation between aggressor and victim rows.,2022,ASPLOS
ShEF: shielded enclaves for cloud FPGAs.,2022,ASPLOS
Invisible bits: hiding secret messages in SRAM's analog domain.,2022,ASPLOS
Taurus: a data plane architecture for per-packet ML.,2022,ASPLOS
FlexDriver: a network driver for your accelerator.,2022,ASPLOS
The benefits of general-purpose on-NIC memory.,2022,ASPLOS
Domain specific run time optimization for software data planes.,2022,ASPLOS
"1st Symposium on Networked Systems Design and Implementation (NSDI 2004), March 29-31, 2004, San Francisco, California, USA, Proceedings.",2004,NSDI
Running Massively Multiplayer Games as a Business.,2004,NSDI
The Emergence of Networking Abstractions and Techniques in TinyOS.,2004,NSDI
Trickle: A Self-Regulating Algorithm for Code Propagation and Maintenance in Wireless Sensor Networks (Awarded Best Paper!).,2004,NSDI
Programming Sensor Networks Using Abstract Regions.,2004,NSDI
"Design, Implementation, and Evaluation of Duplicate Transfer Detection in HTTP.",2004,NSDI
"OSPF Monitoring: Architecture, Design, and Deployment Experience.",2004,NSDI
OverQoS: An Overlay Based Architecture for Enhancing Internet QoS.,2004,NSDI
Designing a DHT for Low Latency and High Throughput.,2004,NSDI
Beehive: O(1) Lookup Performance for Power-Law Query Distributions in Peer-to-Peer Overlays.,2004,NSDI
Efficient Routing for Peer-to-Peer Overlays.,2004,NSDI
Listen and Whisper: Security Mechanisms for BGP (Awarded Best Student Paper!).,2004,NSDI
Measurement and Analysis of Spyware in a University Environment.,2004,NSDI
Model Checking Large Network Protocol Implementations.,2004,NSDI
Constructing Services with Interposable Virtual Hardware.,2004,NSDI
SWAP: A Scheduler with Automatic Process Dependency Detection.,2004,NSDI
Contract-Based Load Management in Federated Distributed Systems.,2004,NSDI
Hybrid Global-Local Indexing for Efficient Peer-to-Peer Information Retrieval.,2004,NSDI
Untangling the Web from DNS.,2004,NSDI
Democratizing Content Publication with Coral.,2004,NSDI
Operating Systems Support for Planetary-Scale Network Services.,2004,NSDI
"MACEDON: Methodology for Automatically Creating, Evaluating, and Designing Overlay Networks.",2004,NSDI
Structure Management for Scalable Overlay Service Construction.,2004,NSDI
Session State: Beyond Soft State.,2004,NSDI
Path-Based Failure and Evolution Management.,2004,NSDI
Consistent and Automatic Replica Regeneration.,2004,NSDI
Total Recall: System Support for Automated Availability Management.,2004,NSDI
TimeLine: A High Performance Archive for a Distributed Object Store.,2004,NSDI
Explicit Control in the Batch-Aware Distributed File System.,2004,NSDI
"2nd Symposium on Networked Systems Design and Implementation (NSDI 2005), May 2-4, 2005, Boston, Massachusetts, USA, Proceedings.",2005,NSDI
The Challenges of Delivering Content and Applications on the Internet.,2005,NSDI
Finding a Needle in a Haystack: Pinpointing Significant BGP Routing Changes in an IP Network.,2005,NSDI
Design and Implementation of a Routing Control Platform.,2005,NSDI
Negotiation-Based Routing Between Neighboring ISPs.,2005,NSDI
Detecting BGP Configuration Faults with Static Analysis (Awarded Best Paper).,2005,NSDI
IP Fault Localization Via Risk Modeling.,2005,NSDI
Performance Modeling and System Management for Multi-component Online Services.,2005,NSDI
Debunking Some Myths About Structured and Unstructured Overlays.,2005,NSDI
Bandwidth-efficient Management of DHT Routing Tables.,2005,NSDI
Improving Web Availability for Clients with MONET.,2005,NSDI
Shark: Scaling File Servers via Cooperative Caching.,2005,NSDI
"Glacier: Highly Durable, Decentralized Storage Despite Massive Correlated Failures.",2005,NSDI
Quorum: Flexible Quality of Service for Internet Services.,2005,NSDI
"Trickles: A Stateless Network Stack for Improved Scalability, Resilience, and Flexibility.",2005,NSDI
Designing Extensible IP Router Software.,2005,NSDI
